ComponentAge,MonthlyRunTime,Location,FlowRate,OPXVolume,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5,DaysSinceMaintenance,Target
0.51,9.6,A,0.9955,,202,6.3,8.3,0.36,3.2,0.5,0.053,51,0
0.68,9.5,A,0.9956,11,216,6.7,4,0.26,3.31,0.26,0.079,35.5,0
0.41,11,A,0.9927,,97,6.3,5.7,0.35,3.27,0.3,0.035,8,1
0.64,10.2,A,0.99405,,111,7.1,2.7,0.21,3.35,0.28,0.034,23,0
0.63,12,B,0.99388,,25,7.4,2.1,0.49,3.35,0.27,0.071,14,0
0.5,9.6,A,0.99705,,160,6.8,13,0.27,3.16,0.3,0.047,69,0
0.75,10.4,B,0.9994,11,69,12.4,2.6,0.35,3.12,0.49,0.079,27,0
0.41,10.7,A,0.99449,,118,6.4,8.75,0.16,3.19,0.32,0.038,38,0
0.5,9,A,0.99848,,234,6.7,9.7,0.42,3.23,0.46,0.054,67,0
0.6,10.2,B,0.9988,,28,9.6,2.2,0.68,3.14,0.24,0.087,5,0
0.47,12.4,A,0.99058,,109,6.1,4.4,1.1,3.35,0.16,0.033,8,0
0.46,11.2,A,0.99132,,132,7.1,1.2,0.24,3.16,0.34,0.045,6,0
0.46,8.9,A,0.999,,212.5,7.6,14.2,0.2,3.14,0.3,0.056,53,1
0.4,12.3,A,0.9914,,178,6,5.2,0.26,3.4,0.42,0.027,70,1
0.5,9.4,A,0.99579,,188,6.8,7.45,0.24,3.2,0.37,0.043,59,0
0.53,9.6,A,0.99767,,120,6.2,15,0.2,3.19,0.25,0.055,8,0
0.35,12.1,A,0.99286,,124,6.8,9.6,0.32,3.18,0.39,0.026,34,0
1.18,10.5,B,0.99725,,105,6.9,2.2,0.54,3.25,0.3,0.088,9,0
0.8,10,B,1.0014,,43,13.7,2.9,0.415,3.06,0.68,0.085,17,0
0.57,9,B,1.0008,,47,11.6,2.2,0.58,3.25,0.66,0.074,10,0
0.45,11.1,A,0.9914,,123,8.1,1.1,0.3,2.99,0.31,0.041,49,0
0.6,9.4,B,0.99765,,28,7.3,2.2,0.735,3.41,0,0.08,18,0
0.53,10.7,A,0.99222,,84,7.3,1.3,0.27,3.28,0.3,0.04,26,0
0.42,11.2,A,0.991,,105,6.3,1.5,0.23,3.32,0.33,0.036,15,0
0.6,10.6,B,0.9948,,34,6.7,1.7,0.46,3.39,0.24,0.077,18,0
0.44,8.7,A,0.9965,,131,6.5,8,0.18,3.28,0.33,0.051,16,1
0.6,10,B,0.9965,9,29,7.5,2.4,0.64,3.32,0,0.077,18,0
0.68,10.5,A,0.9936,,180,7.4,1.6,0.29,3.34,0.29,0.045,53,0
0.45,10.5,A,0.9927,,154,7.8,1.6,0.27,3.05,0.34,0.046,27,0
0.38,9.6,A,0.9998,,158,7.1,16.9,0.22,3.37,0.32,0.056,49,0
0.4,10.8,A,0.9925,,96,6.7,1.8,0.23,3.32,0.33,0.036,23,0
0.64,12.4,A,0.9906,,186,6.6,1.4,0.16,3.35,0.32,0.035,49,1
0.3,10.9,A,0.99418,,109,6.5,11.45,0.3,2.98,0.28,0.041,29,0
0.34,10.1,A,0.99364,7,175,6.5,6.6,0.27,3.16,0.19,0.045,98,0
0.38,10.6,A,0.9927,1,134,6.8,4.7,0.25,3.21,0.34,0.031,34,0
0.53,11,A,0.9918,,95,7,2,0.25,3.23,0.56,0.035,20,0
0.58,11.9,A,0.99224,,92,6.7,4.5,0.28,3.36,0.28,0.051,14,0
0.6,11.3,A,0.99135,,100,7.5,2.4,0.22,3.08,0.32,0.045,29,1
0.48,12.3,A,0.99002,,74,5.2,1.7,0.335,3.34,0.2,0.033,17,0
0.73,11.8,B,0.9972,4,67,9.5,2.4,0.56,3.28,0.33,0.089,35,1
0.58,9.6,A,0.9935,,147,6.7,1.1,0.26,3.32,0.39,0.04,45,1
0.46,9.1,A,0.99572,,208,6.2,7.9,0.25,3.17,0.38,0.045,54,0
0.56,11,A,0.9931,,147,6.9,1.5,0.2,3.35,0.36,0.031,38,0
0.46,9.5,A,0.9966,,207,7.3,8.2,0.22,3.33,0.3,0.047,42,0
0.49,12.8,A,0.99,,105,6.8,1.8,0.24,3.13,0.4,0.047,34,1
0.39,10.1,A,0.99249,,109,8.6,0.9,0.31,2.95,0.3,0.045,16,0
0.49,10.9,A,0.9933,11,150,6.1,4.5,0.17,3.43,0.28,0.033,46,0
0.55,9.5,B,0.99888,,44,9.1,2.8,0.68,3.31,0.11,0.093,11,0
0.4,12.6,A,0.9917,,87,8.8,6.35,0.33,2.96,0.44,0.024,9,1
0.78,9.5,B,0.9983,,28,7.5,2,0.55,3.45,0.24,0.078,10,0
0.5,8.7,A,1.001,,167,6.8,22,0.28,2.93,0.4,0.048,48,0
0.48,9.5,A,0.9993,,161,6.1,17.75,0.28,3.34,0.25,0.044,48,0
0.46,9.5,A,0.9982,,146,8,10.1,0.36,3.4,0.43,0.053,29,0
0.55,12.9,B,0.99258,,25,5.6,2.4,0.605,3.56,0.05,0.073,19,0
0.44,11.65,A,0.9898,,68,5.5,1.2,0.16,3.33,0.31,0.026,31,0
0.45,8.9,A,0.9958,,180,6.9,8.1,0.32,3.13,0.15,0.046,51,0
0.58,10.8,B,0.99582,,13,6.6,2.3,0.895,3.53,0.04,0.068,7,0
0.54,9.5,B,0.9967,,27,7.7,1.9,0.63,3.32,0.08,0.076,15,0
0.57,10,A,0.993,,141,7.1,2.2,0.21,3.2,0.32,0.037,28,1
0.4,10.8,A,0.99278,,111,7.2,6.4,0.17,2.99,0.34,0.042,16,0
0.36,12.6,A,0.98949,,123,6.7,1.5,0.21,3.24,0.34,0.035,45,1
0.5,11.3,A,0.99014,,85,6,2.5,0.24,3.13,0.33,0.026,31,1
0.42,9.3,A,0.9946,1,101,5.7,4.6,0.135,3.31,0.3,0.042,19,0
0.4,9.3,A,0.9966,,191,7.6,10.2,0.3,3.08,0.22,0.049,57,0
0.73,10.5,B,0.99746,,25,6.6,1.9,0.61,3.69,0.01,0.08,8,0
0.64,10.8,A,0.99318,,188,6.2,5,0.28,3.23,0.41,0.043,50,0
0.31,12,A,0.99024,,147,6.5,3.5,0.4,3.15,0.31,0.046,22,1
0.41,9.5,A,0.9924,,120,6.4,1,0.29,3.06,0.57,0.06,15,0
0.62,10,A,0.9955,,232,6.2,7.6,0.34,3.35,0.29,0.047,45,0
0.55,10.1,A,0.9966,10,224,7.2,7.1,0.16,3.38,0.26,0.054,41,0
1.36,10.2,B,0.9969,,103,9.2,2.2,0.755,2.87,0.18,0.148,10,0
0.48,9.2,A,0.99528,,179,6.4,7.1,0.28,3.15,0.44,0.048,49,0
0.38,9.5,A,0.9936,,134,7.6,1.9,0.345,3.08,0.26,0.043,15,0
0.55,9.9,A,0.9961,,170,6.3,12,0.32,3.14,0.26,0.049,63,0
0.5,13.2,A,0.98958,,100,7.5,4,0.34,3.2,0.28,0.028,46,1
0.52,9.7,A,0.9944,,128,6.9,4,0.23,3.2,0.34,0.047,24,0
0.3,11.46666667,A,0.99085,,129,8.4,2.2,0.27,2.89,0.3,0.037,36,0
0.56,11.8,B,0.99488,1,20,6.5,4.3,0.67,3.45,0,0.057,11,0
0.38,10.4,A,0.99432,,91,5.4,7.8,0.265,3.19,0.28,0.052,27,0
0.59,10.4,A,0.99255,,122,6.9,4,0.19,2.92,0.6,0.037,6,0
0.33,10.1,A,0.9927,0,140,6.7,1.2,0.13,3.33,0.28,0.046,35,1
0.43,10.6,A,0.9928,9,156,7.1,1.2,0.21,3.42,0.4,0.069,24,0
0.44,12.2,A,0.99032,,117,6.2,1.9,0.235,3.4,0.34,0.036,4,0
0.83,9.4,B,0.9994,,26,9.1,2.6,0.795,3.35,0,0.096,11,0
0.64,9.8,A,0.99434,,208,7.8,2.1,0.28,3.23,0.31,0.046,28,0
0.52,9,A,0.99808,,171,6.8,12.8,0.18,3,0.3,0.062,19,1
0.43,10.4,A,0.992,,166,5.6,2.4,0.25,3.25,0.19,0.049,42,0
0.72,9.233333333,B,0.99842,3,65,6.9,4.1,0.84,3.53,0.21,0.074,16,0
0.35,11.5,A,0.99084,,138,6.4,1.2,0.14,3.38,0.31,0.034,53,1
0.7,10.4,A,0.99305,,129,7.6,1.6,0.23,3.12,0.34,0.043,24,0
0.52,10.1,A,0.99344,,145,7,1.5,0.3,3.1,0.27,0.076,24,0
0.64,10.6,A,0.9931,,178,,2.3,0.29,3.17,0.48,0.049,36,0
0.61,10.8,B,0.9994,,35,11.9,2.8,0.39,3.1,0.69,0.095,17,0
0.49,9.5,B,0.99855,,13,8.1,3.3,0.78,3.36,0.1,0.09,4,0
0.69,12.1,B,0.99458,3,9,10.2,2.1,0.34,3.2,0.48,0.052,5,1
0.5,9.6,A,0.99705,,160,6.8,13,0.27,3.16,0.3,0.047,69,0
0.62,12.8,B,0.9921,,44,5.1,1.3,0.47,3.9,0.02,0.034,18,0
0.48,9.2,A,0.9929,,98,5.8,1.1,0.15,3.19,0.49,0.048,21,0
0.41,12,A,0.9911,,188,7.2,2,0.2,3.3,0.3,0.039,43,0
0.71,11,B,0.99396,6,35,7.9,1.5,0.33,3.29,0.41,0.056,6,0
0.59,10.4,A,0.9922,,192,6.5,1.7,0.29,3.26,0.53,0.04,41,1
0.6,9.7,A,0.99485,,197,6.2,7.5,0.34,3.14,0.28,0.034,40,0
0.43,12.1,A,0.99274,,82,6.5,10.2,0.36,3.1,0.38,0.028,20,1
0.39,12.4,A,0.9893,4,105,7.4,1.1,0.28,2.99,0.36,0.028,42,1
0.35,9.9,A,0.99654,,88,6.8,12.9,0.12,3.2,0.3,0.049,32,0
0.37,12.2,A,0.99004,,120,6.5,1,0.33,3.06,0.32,0.041,39,0
0.55,9.1,A,0.99336,,112,6.6,1,0.34,3.32,0.2,0.053,26,0
0.63,12,B,0.99388,,25,7.4,2.1,0.49,3.35,0.27,0.071,14,0
0.71,9.5,B,1,,13,11.2,2.3,0.67,3.17,0.55,0.084,6,0
0.54,12.2,B,0.99538,1,11,7.6,2.7,0.43,3.44,0.4,0.082,6,0
0.5,8.8,A,0.9979,,164,6,15.9,0.34,3.14,0.66,0.046,26,0
0.56,9.6,B,0.9959,,20,7.6,2,0.95,3.2,0.03,0.09,7,0
0.45,9.8,A,1.0004,,169,6.7,19.4,0.25,3.51,0.74,0.054,44,0
0.37,12.6,A,0.9908,,72,5.6,4.8,0.46,3.29,0.24,0.042,24,0
0.47,9.1,A,0.99586,,206,6.2,8,0.25,3.16,0.42,0.049,53,0
0.44,12.2,A,0.99156,,86,5.5,5.5,0.18,3.46,0.22,0.037,10,0
0.33,11.4,A,0.9908,11,121,5.8,1.3,0.12,3.32,0.21,0.056,35,0
0.73,12.2,A,0.99067,,153,5.8,2.7,0.32,3.44,0.31,0.049,25,1
0.3,12.2,A,0.99119,,123,6.7,7.9,0.36,2.99,0.26,0.034,39,1
0.34,12.4,A,0.9895,,138,5.2,5.15,0.285,3.19,0.29,0.035,64,1
0.42,10.1,A,0.9928,,142,6.3,1.5,0.21,3.23,0.28,0.051,46,0
0.38,10.2,A,0.99366,,113,6.5,7,0.29,3.17,0.26,0.04,18,0
0.7,9.4,B,0.9973,,81,8.2,2,0.7,3.19,0.23,0.099,14,0
0.51,9,A,0.9956,3,244,6.2,7.8,0.27,3.1,0.43,0.056,48,0
0.55,12,A,0.99026,,86,8.1,0.9,0.12,2.8,0.38,0.034,36,0
0.52,11.4,A,0.99305,,103,7.2,6.3,0.19,3.15,0.31,0.034,17,1
0.79,11.1,B,0.99566,,20,10.2,2,0.44,3.14,0.42,0.071,7,1
0.5,9.5,A,0.99784,,114,6.8,17.5,0.19,2.85,0.71,0.042,21,0
0.69,10.6,A,0.9933,,120,6,1.9,0.28,3.16,0.35,0.037,16,0
0.6,10.6,B,0.9948,,34,6.7,1.7,0.46,3.39,0.24,0.077,18,0
0.7,9.9,B,0.9972,,34,7.1,1.8,0.6,3.47,0,0.074,16,0
0.46,9.7,A,0.9996,,219,8,17.2,0.25,2.96,0.13,0.036,49,0
0.56,9.8,A,0.99711,,184,6.2,10.4,0.36,3.31,0.45,0.06,22,0
0.58,10.4,B,0.99783,,50,11.2,2,0.4,3.1,0.5,0.099,19,0
0.5,9.1,A,0.99824,,141,6.3,16,0.305,3.08,0.22,0.061,26,0
0.45,10.5,A,0.9933,,131,7.2,1.6,0.24,3.25,0.3,0.048,27,0
0.38,10.6,A,0.99528,,99,6.3,14.2,0.29,3.08,0.23,0.037,24,0
0.73,11.2,A,0.9907,,150,6.4,1.2,0.15,3.14,0.44,0.043,67,1
0.46,12.9,A,0.98956,4,142,6.3,2.1,0.3,3.22,0.29,0.048,33,1
0.31,12.3,A,0.9912,,102,7.1,3.3,0.33,3.08,0.3,0.034,30,1
0.39,10.2,A,0.9948,,124,6.4,7.9,0.22,3.4,0.32,0.029,34,0
1.28,9.4,B,0.9974,,67,7.8,1.9,0.43,3.13,0.7,0.464,22,0
0.58,10.13333333,A,0.99362,5,111,6,6,0.17,3.32,0.33,0.036,30,1
0.68,10.6,A,0.9941,,178,7.4,2.4,0.26,3.42,0.31,0.043,58,0
0.4,9.3,A,0.99347,2,146,6.4,3.4,0.68,3.18,0.26,0.069,25,0
0.47,10,A,0.99232,3,90,5.9,1.3,0.22,3.2,0.38,0.046,24,0
0.57,9.7,B,0.99743,,86,7.2,2.3,0.66,3.53,0.03,0.078,16,0
0.58,11,A,0.99095,,73,6.6,1.1,0.17,3.17,0.3,0.031,13,0
0.49,8.6,A,0.9978,0,151,7.7,11.1,0.34,3.06,0.58,0.039,41,0
0.56,10.9,B,0.99699,,38,9.2,2.3,0.54,3.24,0.31,0.112,11,0
0.58,9.6,B,0.9968,,39,7.5,1.5,0.52,3.42,0.11,0.079,11,0
0.75,11.3,A,0.99089,,66,6.5,1.4,0.26,3.25,0.39,0.02,12,1
0.39,11.4,A,0.9902,,100,7.6,0.8,0.48,3.03,0.37,0.037,4,0
0.57,11.4,B,0.9994,,19,12.7,2.8,0.6,3.14,0.49,0.075,5,0
0.41,9.5,A,0.99438,,110,5.6,7.1,0.185,3.26,0.19,0.048,36,0
0.51,12.4,A,0.98964,,125,6.7,1.3,0.16,3.19,0.37,0.036,45,1
0.44,9.6,A,0.997,,97,6.8,11.8,0.45,3.09,0.3,0.094,23,0
0.46,9.4,A,0.9966,,110,6.6,11.3,0.36,3.07,0.52,0.046,8,0
0.83,11.1,B,0.99692,,39,8.9,2.2,0.5,3.33,0.21,0.088,21,0
0.41,8.7,A,0.99841,,160,7.6,12.9,0.2,3.05,0.68,0.042,56,0
0.62,9.4,A,0.9924,8,188,6,0.8,0.33,3.12,0.27,0.185,12,0
0.48,10.8,A,0.9938,,128,7,5.9,0.2,3.21,0.49,0.038,39,0
0.76,10,A,0.9931,,144,5.4,3,0.31,3.29,0.47,0.053,46,0
0.78,9.1,A,0.99947,,156,7.1,14.5,0.18,3.35,0.39,0.051,48,0
0.73,11.3,B,0.9947,,28,7.2,2,0.37,3.23,0.32,0.062,15,1
0.26,13.4,A,0.98934,,86,6.2,6.1,0.37,3.04,0.24,0.032,19,1
0.54,12.8,A,0.99018,,109,6.3,3.5,0.41,3.34,0.18,0.027,23,1
0.45,9.5,A,0.9927,,187,6.1,1.4,0.3,3.19,0.47,0.049,50,0
0.68,11,B,0.99645,,72,7.4,2.6,0.36,3.39,0.29,0.087,26,0
0.47,9.5,B,0.9961,,35,7.3,2,0.38,3.33,0.21,0.08,7,0
0.62,12.6,A,0.991,,116,6.1,4.7,0.37,3.31,0.36,0.035,36,0
0.33,11,A,0.9975,7,139,6.9,20.8,0.24,3.2,0.36,0.031,40,0
0.43,9.2,B,1,,15,11.7,2.2,0.49,3.19,0.49,0.083,5,0
0.55,10.7,A,0.99581,,105,7,12.85,0.13,3.05,0.37,0.042,36,0
0.57,10.7,A,0.99462,,134,6,6.1,0.34,3.48,0.29,0.046,29,0
0.42,10.5,A,0.9972,,153,6.9,16.4,0.23,3.22,0.32,0.045,62,0
0.48,12.7,A,0.9899,,70,6.2,2.2,0.32,3.16,0.32,0.036,15,0
0.34,10.8,A,0.99402,,98,6,12,0.16,3.15,0.27,0.03,39,0
0.57,10.5,B,0.9964,,43,7.6,3,0.41,3.32,0.14,0.087,21,0
0.28,9.6,A,0.9939,,33,10.3,1.4,0.17,2.89,0.47,0.037,5,0
0.6,9.4,A,0.9968,1,206,6.4,10.7,0.32,3.08,0.5,0.047,57,0
0.65,9.5,A,0.99657,,183,6.1,7.8,0.33,3.39,0.32,0.052,52,0
0.51,9.2,A,0.99324,,120,7.1,1.6,0.21,2.97,0.72,0.167,65,0
0.33,9,A,0.9974,,138,6.4,12.9,0.5,3.28,0.16,0.042,26,0
1.08,9.2,B,0.9969,,56,7.9,1.8,0.32,3.04,0.51,0.341,17,0
0.6,9.2,A,0.99604,,151,6.4,7.2,0.38,3.11,0.24,0.047,41,0
0.35,12.4,A,0.98984,,128,8.9,0.8,0.27,3.01,0.28,0.024,29,0
0.32,9.7,A,0.9981,,145,9.2,10.7,0.23,3.09,0.35,0.037,34,0
0.41,10.5,A,0.9926,,169,7.1,1.6,0.25,3.05,0.28,0.052,46,0
0.46,8.7,A,0.99786,,148,6.4,11,0.28,3.14,0.27,0.042,45,0
0.68,11.1,B,0.99566,,92,7.3,2.2,0.67,3.32,0.02,0.072,31,0
0.4,9.2,A,0.99314,,112,6.4,2.4,0.5,3.18,0.2,0.059,19,0
0.35,9,A,0.99398,,86,7,4.5,0.48,2.86,0.12,0.05,23,0
0.45,11.6,A,0.9926,,180,7.4,5.25,0.3,3.13,0.22,0.053,33,0
0.61,10.3,A,0.99486,8,108,5.7,7.95,0.23,3.44,0.25,0.042,16,0
0.82,9.5,A,0.9992,,178,6.9,15,0.22,3.37,0.37,0.053,59,1
0.33,10.1,A,0.9942,0,142,6.3,5.1,0.23,3.36,0.21,0.035,29,1
0.37,13.5,A,0.9874,,100,5,1.3,0.61,3.26,0.12,0.009,65,0
0.77,10.8,B,0.9994,7,28,12.8,2.6,0.3,3.2,0.74,0.095,9,1
0.55,10.7,B,0.9966,,30,6.8,2.4,0.785,3.52,0,0.104,14,0
0.44,9,A,0.998,,157,7.4,11.5,0.44,3.27,0.2,0.049,44,0
0.49,10,A,0.99676,,211,8.1,11,0.24,3.11,0.26,0.043,41,0
0.41,8.8,A,0.99807,,155,7.3,13.9,0.19,2.94,0.27,0.057,45,1
0.62,9.5,B,0.9983,,86,8.3,2.4,0.56,3.37,0.22,0.082,10,0
0.42,12,A,0.9914,,126,6.4,3.1,0.2,3.43,0.32,0.041,18,0
0.48,9.4,A,0.99562,10,196,6.6,8.2,0.28,3.14,0.42,0.044,60,0
0.63,12.6,A,0.99061,,80,6.8,3.3,0.32,3.33,0.3,0.029,15,1
0.33,9.9,A,0.99512,,91,6.9,9.9,0.14,3.19,0.29,0.056,30,0
0.43,12.7,A,0.9895,8,163,6.1,2.1,0.3,3.39,0.3,0.031,50,1
0.86,9.2,B,0.99702,,12,7.4,1.9,0.53,3.26,0.12,0.165,4,0
0.48,10.9,A,0.99184,,77,5.9,2.4,0.42,3.25,0.36,0.034,19,0
0.57,11.3,B,0.9948,,148,6.7,8.6,0.42,3.16,0.27,0.068,24,0
0.75,8.9,A,0.99976,,184,7.8,13.7,0.25,3.22,0.34,0.044,66,0
0.36,12.1,A,0.98999,,146,5.7,3.5,0.22,3.17,0.29,0.04,27,0
0.63,10.4,B,0.9969,,6,12.2,1.4,0.45,3.13,0.49,0.075,3,0
0.92,10.5,B,0.9962,,16,8,1.8,0.59,3.42,0.16,0.065,3,1
0.52,9.3,B,0.9972,,42,7.2,2.5,0.73,3.44,0.02,0.076,16,0
0.51,8.9,A,0.9978,,225,6.5,11.8,0.41,3.12,0.64,0.065,65,0
0.53,8.9,A,0.9974,7,127,6.7,12.1,0.3,3.04,0.5,0.045,38,0
0.43,9.5,A,0.99459,,183,6.4,5.6,0.37,3.24,0.2,0.117,61,0
0.49,9.2,A,0.99604,,189,6.6,8,0.25,3.22,0.51,0.047,61,0
0.48,10.6,A,0.9953,,157,7.9,5.2,0.18,3.18,0.49,0.051,36,0
0.51,12.5,A,0.9918,,164,5,8.3,0.55,3.53,0.14,0.032,35,1
0.56,12.3,A,0.98952,8,102,5.9,2,0.27,3.16,0.32,0.034,31,0
0.72,11.1,A,0.99111,,117,6.8,1.5,0.14,3.07,0.35,0.047,40,0
0.58,8.9,A,0.9991,11,177,6.6,14.4,0.35,3.17,0.29,0.044,54,0
0.46,11.6,A,0.9932,,127,6.7,6.8,0.24,3.33,0.29,0.038,54,1
0.71,11.8,B,0.99434,,19,8.5,2.3,0.32,3.14,0.42,0.075,12,1
0.4,13,A,0.98926,,122,6.7,2.9,0.48,3.13,0.49,0.03,28,0
0.41,9,A,0.9961,,166,6.3,7.8,0.26,3.24,0.25,0.058,44,0
0.52,11.9,A,0.98939,,108,6.6,1.1,0.17,3,0.28,0.034,55,1
0.52,11.1,B,0.99524,,29,6.8,3.9,0.68,3.41,0.09,0.068,15,0
0.91,9.7,B,1.0006,,26,10,2.9,0.29,3.48,0.4,0.098,10,0
0.58,9.2,A,0.9971,,215,7.8,8.8,0.42,3.02,0.23,0.054,42,0
0.4,8.9,A,0.9975,,229,6.1,12.8,0.28,3.08,0.35,0.048,63,0
0.53,12.7,A,0.9902,10,87,6.8,3.4,0.32,3.14,0.37,0.023,19,0
0.58,12.2,A,0.99235,,115,7,6.4,0.32,3.38,0.31,0.031,38,1
0.52,10.5,A,0.99254,11,149,6.7,1.4,0.17,3.4,0.27,0.032,39,0
0.42,11.9,A,0.9903,11,102,6,1.2,0.35,3.46,0.51,0.029,10,0
0.62,12.3,A,0.991,,94,6.1,4.7,0.34,3.29,0.46,0.029,21,0
0.74,11.7,B,0.99598,,57,6.7,2,0.86,3.6,0.07,0.1,20,0
0.46,10.1,A,0.9958,,112,9.1,2,0.28,3.15,0.49,0.059,10,0
0.98,10.5,A,0.9942,,120,6.4,5.8,0.24,3.01,0.49,0.053,25,0
0.47,9.1,A,0.99839,,148,7.6,13.2,0.31,2.98,0.52,0.042,61,0
0.58,9.8,B,0.99616,,91,7.5,2,0.63,3.26,0.27,0.083,17,0
0.45,9.1,A,0.9984,,156,7.3,12.7,0.26,3.06,0.53,0.047,60.5,0
0.47,9.1,A,0.9925,,105,5.3,1.1,0.165,3.32,0.24,0.051,25,0
0.79,12.1,B,0.99577,0,56,10.7,2.6,0.52,3.15,0.38,0.066,29,1
0.54,9.5,B,0.99888,1,48,9.2,3,0.67,3.31,0.1,0.091,12,0
0.64,9.2,B,0.998,,52,8.8,2.2,0.4,3.44,0.4,0.079,19,0
0.68,9.9,B,0.99573,,22,7.2,2,0.53,3.21,0.13,0.058,18,0
0.68,9.5,A,0.99907,7,210,7.4,15.6,0.33,3.06,0.26,0.049,67,0
0.37,9,A,0.9973,,146,7.4,12.2,0.105,3.16,0.34,0.05,57,0
0.75,9.1,A,0.9996,,182,7.3,14.2,0.25,3.29,0.42,0.041,57,1
0.39,10.6,A,0.99268,,91,7.4,1.3,0.14,3.53,0.3,0.033,25,0
0.44,9,A,0.9951,,126,6,5.4,0.34,3.25,0.24,0.06,23,1
0.35,12,A,0.99044,,87,7.3,2.3,0.2,2.94,0.39,0.048,24,0
0.62,11.7,A,0.99098,,100,5,2.2,0.24,3.69,0.21,0.039,31,0
0.38,9.5,A,0.9958,,176,7.2,7.7,0.24,3.17,0.19,0.045,53,0
0.4,11.9,A,0.99085,9,177,7.3,2.1,0.25,3.25,0.36,0.034,30,1
0.48,8.9,A,0.99556,,196,6.4,4.7,0.62,3.22,0.12,0.06,33,0
0.63,10,B,0.9968,,35,6.8,1.7,0.56,3.44,0.03,0.084,18,0
0.36,10.7,A,0.99388,,108,6.2,10.3,0.28,3.2,0.27,0.03,26,0
0.36,10.7,A,0.9917,,141,5.9,1.5,0.32,3.24,0.26,0.057,17,0
0.54,9.8,B,0.998,,58,8.5,2.25,0.46,3.33,0.31,0.078,32,0
0.54,11.2,A,0.9921,,87,8.1,2,0.2,3.12,0.4,0.037,19,0
0.42,9.2,A,0.9963,,133,7.6,4.5,0.2,3.15,0.26,0.086,37,0
0.37,10.8,A,0.99492,,137,6.6,11.8,0.19,3.18,0.28,0.042,54,0
0.66,10,A,0.992,,174,5.7,1,0.335,3.27,0.34,0.04,13,0
0.56,8.7,A,1.00055,,247,6.8,19.3,0.24,3,0.49,0.057,55,0
0.57,9.3,B,0.9998,,109,8.9,7.9,0.595,3.27,0.41,0.086,30,0
0.63,10,A,0.99261,,122,6,5,0.22,2.94,0.23,0.045,10,0
0.52,9.4,A,0.99642,,157,6.6,10,0.56,3.28,0.15,0.037,38,0
0.39,9.6,A,0.995,,206,5.9,7.7,0.31,3.2,0.3,0.047,60,0
0.47,9.3,A,0.9953,,222,6,6.8,0.28,3.19,0.49,0.048,61,0
0.4,10.8,A,0.99518,3,143,6.8,10.4,0.16,3.2,0.29,0.046,59,0
0.32,12.9,A,0.98896,,73,5.6,2.9,0.12,3.17,0.33,0.044,21,1
0.46,10.1,A,0.9958,,112,9.1,2,0.28,3.15,0.49,0.059,10,0
1.13,12,B,0.9962,,18,9.4,2.4,0.27,3.2,0.53,0.074,6,1
0.53,9.6,B,0.99508,,15,7.5,1.5,0.725,3.26,0.04,0.076,8,0
0.44,9.3,A,0.99922,,174,6.1,19.95,0.28,3.19,0.24,0.074,32,0
0.32,9.9,A,0.9926,,24,8.9,1,0.13,2.91,0.49,0.028,6,0
0.38,8.7,A,1.0002,,144,6.5,20.4,0.28,3.14,0.28,0.041,40,0
1.07,9.3,B,1.0014,,134,8.6,6.6,0.725,3.32,0.24,0.117,31,0
0.85,10.2,A,0.9934,,141,6.6,1.5,0.18,3.43,0.35,0.049,49,1
0.79,10.4,A,0.99726,,151,7.6,13.1,0.19,3.18,0.37,0.033,52,0
0.51,10.1,A,0.99586,,157,6.8,9.5,0.24,3.11,0.29,0.042,56,0
0.66,10.9,A,0.9929,,128,7.4,1.7,0.3,3.17,0.32,0.03,23,0
0.43,9.2,A,0.9956,,206,6.4,7.3,0.27,3.24,0.49,0.046,53,0
0.52,9,A,0.99808,,171,6.8,12.8,0.18,3,0.3,0.062,19,1
0.54,11,A,0.99287,,143,6.8,5.4,0.18,3.1,0.35,0.054,53,1
0.44,10.2,A,0.99578,,178,7.15,9.6,0.17,3.15,0.24,0.119,56,0
0.52,9.4,B,0.99666,,18,8.6,1.5,0.52,3.2,0.38,0.096,5,0
0.53,10,B,0.99701,,19,8.8,1.7,0.7,3.31,0,0.069,8,0
0.72,12.9,B,0.99356,,42,7.2,2.8,0.38,3.34,0.38,0.068,23,1
0.49,11.1,A,0.99268,,95,5.6,7.4,0.32,3.25,0.33,0.037,25,0
0.37,11.5,A,0.99244,,93,8.9,1.2,0.21,3.2,0.37,0.028,20,0
0.42,10.1,A,0.99655,,132,6.9,13.3,0.13,3.34,0.28,0.05,47,0
0.66,9.4,A,0.99803,,212,6.3,8.8,0.38,3.47,0.17,0.08,50,0
0.46,12.2,A,0.99151,,134,5.9,6.4,0.435,3.24,0.16,0.031,21,0
0.36,9.4,A,0.99512,,197,5.9,7.9,0.29,3.21,0.16,0.044,48,0
0.55,10.7,A,0.99142,5,140,6.4,1.1,0.105,3.17,0.29,0.035,44,1
0.76,11.3,B,0.99939,,41,12.6,2.8,0.41,3.21,0.54,0.103,19,0
0.58,9.5,A,0.994,,101,8.2,1.5,0.17,3.14,0.32,0.05,17,0
0.45,10.4,A,0.9919,,97,7.2,1.2,0.18,3.14,0.41,0.048,41,0
0.37,11.3,A,0.9916,,93,9.2,1.2,0.25,2.93,0.34,0.026,31,1
