,ComponentAge,MonthlyRunTime,Location,FlowRate,MaxOutputRate,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor5.1,DaysSinceMaintenance,Target,A,Location A
2879,0.58,10.4,A,0.99546,160.0,6.8,11.9,0.26,3.03,0.29,0.052,54.0,0,1,1
2880,0.54,12.3,A,0.9908,102.0,7.2,2.3,0.23,3.26,0.39,0.033,29.0,1,1,1
2881,0.49,9.0,A,0.9959,191.0,6.4,7.5,0.3,3.17,0.16,0.05,55.0,0,1,1
2883,0.46,12.2,A,0.98972,87.0,6.4,1.5,0.15,3.11,0.4,0.042,23.0,1,1,1
2884,0.79,8.8,A,1.0008,184.0,8.8,15.0,0.2,3.28,0.43,0.053,60.0,0,1,1
2885,0.59,9.3,A,0.9986,209.0,7.5,12.7,0.38,3.25,0.29,0.05,25.0,0,1,1
2886,0.63,9.9,A,0.9964,115.0,5.7,12.6,0.385,3.28,0.04,0.034,22.0,0,1,1
2889,0.46,8.9,A,0.9976,166.0,5.8,16.05,0.33,3.09,0.2,0.047,26.0,0,1,1
2890,0.78,11.3,B,0.99594,47.0,8.2,2.5,0.26,3.4,0.34,0.073,16.0,1,0,0
2891,0.54,9.5,B,0.9964,140.0,7.9,1.9,0.52,3.23,0.26,0.079,42.0,0,0,0
2892,0.62,10.5,A,0.9928,153.0,6.6,1.9,0.27,3.29,0.3,0.025,14.0,0,1,1
2893,0.57,9.1,B,0.99784,90.0,7.6,3.9,0.42,3.15,0.25,0.104,28.0,0,0,0
2894,0.64,10.3,B,0.9994,48.0,10.4,2.7,0.55,3.22,0.23,0.091,18.0,0,0,0
2897,0.79,12.3,A,0.9925,155.0,6.9,4.1,0.3,3.25,0.33,0.035,26.0,1,1,1
2898,0.67,9.0,A,0.9984,193.0,6.8,13.0,0.67,3.08,0.3,0.29,22.0,0,1,1
2899,0.51,9.7,A,0.9928,117.0,6.0,1.5,0.16,3.46,0.37,0.025,43.0,0,1,1
2901,0.39,9.9,A,0.9938,73.0,7.2,1.2,0.14,3.46,0.35,0.036,15.0,0,1,1
2902,0.56,9.8,A,0.99659,168.0,6.8,12.8,0.3,3.1,0.33,0.041,60.0,0,1,1
2903,0.75,12.4,A,0.98962,105.0,6.6,1.8,0.16,3.19,0.35,0.042,26.0,1,1,1
2904,0.37,10.9,A,0.9905,76.0,5.6,1.4,0.19,3.25,0.26,0.03,12.0,1,1,1
2905,0.49,10.3,A,0.9949,141.0,7.1,9.3,0.29,3.13,0.28,0.048,50.0,0,1,1
2906,0.91,9.9,B,0.9982,50.0,8.6,2.6,0.45,3.37,0.31,0.086,21.0,0,0,0
2907,0.4,9.4,A,0.99681,94.0,7.2,10.4,0.585,3.13,0.2,0.086,17.0,0,1,1
2908,0.39,10.2,A,0.99226,154.0,5.8,2.0,0.23,3.21,0.2,0.043,39.0,0,1,1
2909,0.5,12.0,A,0.991,103.0,7.1,1.6,0.17,3.14,0.31,0.037,15.0,0,1,1
2910,0.58,9.8,B,0.99627,14.0,7.1,1.8,0.72,3.45,0.0,0.123,6.0,0,0,0
2911,0.45,10.4,A,0.99578,150.0,7.4,11.7,0.32,3.1,0.22,0.035,44.0,0,1,1
2912,0.55,10.5,A,0.9944,172.0,6.8,6.4,0.24,3.29,0.35,0.048,44.0,1,1,1
2913,0.49,12.7,A,0.98853,74.0,5.8,1.2,0.18,3.09,0.37,0.036,19.0,1,1,1
2915,0.46,11.5,A,0.9942,84.0,7.3,6.4,0.25,3.18,0.39,0.034,8.0,0,1,1
2916,0.55,10.3,A,0.99224,104.0,5.4,2.7,0.17,3.46,0.27,0.049,28.0,0,1,1
2917,0.47,10.5,B,0.99532,41.0,8.0,1.9,1.18,3.34,0.21,0.083,14.0,0,0,0
2918,0.73,10.6,B,0.9963,19.0,6.4,2.4,0.47,3.56,0.4,0.071,8.0,0,0,0
2919,0.51,10.5,A,0.9936,31.0,5.9,5.6,0.655,3.32,0.0,0.033,8.0,0,1,1
2921,0.41,10.0,A,0.9936,148.0,8.1,1.0,0.28,3.13,0.49,0.04,32.0,0,1,1
2922,0.37,11.0,A,0.9906,104.0,5.7,1.4,0.32,3.44,0.18,0.029,26.0,0,1,1
2923,0.36,11.9,A,0.9911,24.0,7.9,2.85,0.37,3.19,0.31,0.037,5.0,0,1,1
2924,0.53,11.0,A,0.9919,159.0,6.0,1.8,0.33,3.41,0.2,0.031,49.0,0,1,1
2925,0.41,9.6,A,0.9955,156.0,6.8,6.6,0.34,3.14,0.44,0.052,28.0,0,1,1
2926,0.48,10.8,A,0.99201,73.0,5.9,2.5,0.44,3.22,0.36,0.03,12.0,0,1,1
2927,0.43,9.2,A,0.99582,202.0,6.2,7.2,0.45,3.21,0.73,0.099,47.0,0,1,1
2928,0.86,10.7,B,0.9987,21.0,10.6,2.5,0.31,3.26,0.49,0.067,6.0,0,0,0
2929,0.67,9.7,A,1.0002,172.0,8.3,19.25,0.42,2.98,0.62,0.04,41.0,0,1,1
2930,0.47,10.2,A,0.9957,125.0,6.1,9.8,0.55,3.36,0.15,0.031,19.0,0,1,1
2931,0.46,10.0,A,0.99466,133.0,7.3,1.6,0.21,3.38,0.21,0.046,35.0,0,1,1
2932,0.6,9.5,A,0.9958,238.5,6.8,4.6,0.3,3.32,0.23,0.061,50.5,0,1,1
2933,0.53,9.5,B,0.9978,38.0,7.9,2.6,0.72,3.4,0.17,0.096,20.0,0,0,0
2934,0.81,9.7,B,0.998,49.0,10.7,2.1,0.4,3.03,0.48,0.125,15.0,0,0,0
2935,0.38,10.8,A,0.99362,124.0,6.6,8.0,0.3,3.06,0.25,0.036,21.0,0,1,1
2936,0.56,10.8,B,0.99639,13.0,7.7,2.6,0.6,3.38,0.0,0.055,7.0,0,0,0
2937,0.55,9.4,B,0.9972,35.0,7.1,1.9,0.71,3.47,0.0,0.08,14.0,0,0,0
2939,0.38,9.8,A,0.99564,98.0,7.0,10.3,0.12,3.19,0.29,0.039,41.0,1,1,1
2942,0.55,11.5,A,0.99355,117.0,7.0,10.6,0.22,3.05,0.28,0.039,32.0,1,1,1
2943,0.51,9.4,A,0.99584,183.0,6.8,8.2,0.26,3.2,0.44,0.046,52.0,0,1,1
2944,0.36,12.5,A,0.98961,82.0,6.2,5.1,0.19,3.05,0.38,0.019,22.0,0,1,1
2945,0.62,10.7,B,0.9985,46.0,8.0,2.6,0.5,3.43,0.39,0.082,12.0,0,0,0
2946,0.54,9.1,A,0.9958,186.0,6.6,7.8,0.26,3.2,0.46,0.047,48.0,0,1,1
2947,0.77,9.5,A,0.993,170.0,6.1,0.9,0.4,3.22,0.31,0.048,23.0,0,1,1
2948,0.4,10.8,A,0.99526,140.0,6.6,11.6,0.22,3.22,0.34,0.05,59.0,0,1,1
2949,0.44,8.9,A,0.99628,182.0,6.7,10.4,0.17,3.04,0.42,0.038,85.0,0,1,1
2950,0.61,10.3,B,1.0004,42.0,11.9,2.7,0.38,3.16,0.49,0.098,12.0,0,0,0
2953,0.49,12.0,A,0.9948,171.0,8.6,11.1,0.36,3.03,0.26,0.03,43.5,0,1,1
2954,0.38,12.3,A,0.99727,150.0,6.8,20.3,0.3,3.04,0.26,0.037,45.0,0,1,1
2955,0.84,14.9,B,0.9976,71.0,15.9,7.5,0.36,2.98,0.65,0.096,22.0,0,0,0
2956,0.48,9.4,A,0.99595,190.0,6.9,7.2,0.3,3.22,0.21,0.045,54.0,0,1,1
2957,0.42,10.9,A,0.9929,102.0,8.0,1.2,0.27,3.28,0.24,0.044,20.0,0,1,1
2958,0.6,12.9,A,0.9907,110.0,8.3,1.6,0.21,3.02,0.4,0.032,35.0,1,1,1
2959,0.42,11.2,A,0.992,123.0,7.0,1.3,0.24,3.17,0.32,0.037,39.0,1,1,1
2960,0.48,11.9,A,0.9911,87.0,7.8,1.6,0.31,3.15,0.4,0.027,20.0,0,1,1
2961,0.54,10.7,A,0.9958,110.0,6.9,9.3,0.22,3.34,0.32,0.04,22.0,1,1,1
2962,0.39,11.3,A,0.9908,86.0,7.6,1.3,0.29,2.99,0.42,0.035,18.0,0,1,1
2963,0.54,9.7,A,0.9958,203.0,6.5,7.6,0.24,3.45,0.32,0.038,48.0,1,1,1
2964,0.49,9.4,B,0.9982,121.0,7.4,7.3,0.6,3.37,0.26,0.07,36.0,0,0,0
2965,0.41,11.7,A,0.9908,83.0,6.4,2.9,0.19,3.3,0.42,0.032,32.0,0,1,1
2966,0.46,10.4,A,0.9938,118.0,6.3,6.9,0.23,3.23,0.33,0.052,23.0,0,1,1
2967,0.52,9.3,B,0.9975,14.0,7.7,2.6,0.835,3.3,0.0,0.081,6.0,0,0,0
2968,0.52,10.0,B,0.99568,28.0,7.2,2.3,0.58,3.35,0.03,0.077,7.0,0,0,0
2969,0.45,10.0,A,0.9954,149.0,7.8,3.7,0.25,3.36,0.41,0.042,37.0,0,1,1
2970,0.68,11.4,A,0.9939,138.0,7.5,6.7,0.22,3.2,0.33,0.036,45.0,0,1,1
2971,0.59,13.2,A,0.98963,73.0,7.0,5.7,0.36,2.82,0.25,0.015,14.0,0,1,1
2972,0.51,11.6,A,0.9923,112.0,6.1,4.0,0.19,3.37,0.25,0.023,23.0,0,1,1
2974,0.57,11.4,A,0.99166,177.0,7.0,2.2,0.3,3.2,0.28,0.042,21.0,0,1,1
2975,0.29,10.8,A,0.992,104.0,7.6,1.2,0.51,3.05,0.24,0.04,10.0,0,1,1
2976,0.5,10.4,A,0.9971,179.0,6.3,13.9,0.21,3.36,0.33,0.046,68.0,0,1,1
2978,0.6,11.9,A,0.99095,152.0,6.3,2.5,0.34,3.35,0.27,0.024,40.0,1,1,1
2979,0.44,11.5,A,0.99189,61.0,8.5,2.8,0.25,3.06,0.31,0.032,11.0,0,1,1
2980,0.48,8.9,A,0.9963,157.0,7.4,7.9,0.26,3.13,0.3,0.049,38.0,0,1,1
2981,0.48,8.8,A,0.99916,190.0,6.3,17.75,0.32,3.13,0.17,0.06,51.0,0,1,1
2982,0.38,9.8,A,0.9953,150.0,8.4,5.4,0.17,3.24,0.31,0.052,47.0,0,1,1
2983,0.34,9.7,A,0.9952,131.0,7.4,6.85,0.16,3.29,0.31,0.059,31.0,0,1,1
2984,0.45,9.8,A,0.99304,173.0,6.3,2.8,0.39,3.24,0.22,0.048,53.0,0,1,1
2985,0.87,11.0,B,0.99604,77.0,8.6,1.9,0.22,3.47,0.36,0.064,53.0,1,0,0
2986,0.58,11.0,B,0.99612,33.0,8.0,2.4,0.64,3.37,0.22,0.094,5.0,0,0,0
2987,0.39,9.9,A,0.997,142.0,5.2,13.5,0.365,3.46,0.08,0.041,37.0,0,1,1
2988,0.64,9.2,A,0.9991,190.0,8.0,12.4,0.43,3.07,0.4,0.168,29.0,0,1,1
2989,0.44,12.1,A,0.99367,136.0,7.6,9.5,0.32,3.1,0.25,0.03,15.0,0,1,1
2990,0.7,11.4,B,0.99419,24.0,7.4,1.8,0.36,3.24,0.3,0.074,17.0,1,0,0
2991,0.4,11.9,A,0.99085,177.0,7.3,2.1,0.25,3.25,0.36,0.034,30.0,1,1,1
2992,0.7,10.9,B,0.99538,119.0,6.7,2.1,0.64,3.36,0.23,0.08,11.0,0,0,0
2993,0.4,12.7,A,0.9898,65.0,7.1,1.6,0.23,3.25,0.39,0.032,12.0,1,1,1
2995,0.54,11.2,B,0.99419,10.0,7.9,1.9,0.34,3.27,0.36,0.065,5.0,1,0,0
2996,0.33,10.5,A,0.992,56.0,8.8,1.0,0.35,2.96,0.49,0.036,14.0,0,1,1
2997,0.62,9.7,A,0.99119,141.0,5.3,0.9,0.23,3.16,0.56,0.041,46.0,0,1,1
2998,0.42,10.9,A,0.9955,181.0,7.8,9.9,0.39,3.04,0.26,0.059,33.0,0,1,1
3000,0.5,11.0,A,0.9913,89.0,6.7,2.5,0.21,3.25,0.37,0.034,35.0,1,1,1
3001,0.48,10.0,A,0.99855,130.0,7.7,13.9,0.2,3.11,0.44,0.05,44.0,0,1,1
3002,0.53,10.5,A,0.99273,141.0,6.4,2.0,0.3,3.38,0.36,0.052,18.0,0,1,1
3004,0.87,10.9,B,0.9999,27.0,12.5,2.4,0.56,3.08,0.49,0.064,5.0,0,0,0
3005,0.56,11.35,A,0.99339,166.0,6.5,9.15,0.29,3.24,0.3,0.051,25.0,0,1,1
3006,0.7,10.4,A,0.99454,176.0,6.2,7.0,0.25,3.19,0.54,0.046,58.0,0,1,1
3007,0.52,11.2,A,0.99092,94.0,5.8,1.3,0.18,3.21,0.28,0.034,9.0,0,1,1
3008,0.88,8.7,A,1.00013,191.0,8.7,14.35,0.31,2.96,0.73,0.044,27.0,0,1,1
3010,0.57,11.8,A,0.99426,132.0,5.9,12.8,0.2,3.31,0.28,0.038,29.0,1,1,1
3011,1.18,9.2,B,1.0,21.0,12.2,2.4,0.34,3.12,0.5,0.066,10.0,0,0,0
3013,0.46,10.7,A,0.9962,181.0,7.8,8.75,0.29,3.11,0.33,0.035,33.0,0,1,1
3014,0.53,9.4,B,0.99642,64.0,7.8,4.3,0.82,3.16,0.29,0.083,21.0,0,0,0
3015,0.5,9.4,A,0.9954,118.0,4.9,11.75,0.235,3.07,0.27,0.03,34.0,0,1,1
3016,0.62,9.4,B,0.9963,92.0,7.1,2.0,0.685,3.28,0.35,0.088,9.0,0,0,0
3017,0.52,10.4,A,0.99455,182.0,6.0,1.5,0.3,3.5,0.44,0.046,15.0,0,1,1
3018,0.48,11.0,A,0.9912,143.0,6.7,1.1,0.19,3.27,0.36,0.026,63.0,0,1,1
3019,0.49,11.0,B,0.99892,11.0,8.3,3.4,1.02,3.48,0.02,0.084,6.0,0,0,0
3020,0.58,9.5,B,0.9968,75.0,7.2,1.8,0.35,3.4,0.26,0.083,33.0,0,0,0
3021,0.32,13.1,A,0.98774,158.0,5.0,1.1,0.24,3.32,0.34,0.034,49.0,1,1,1
3022,0.47,12.1,A,0.9899,78.0,6.2,1.1,0.2,3.36,0.28,0.039,24.0,0,1,1
3024,0.42,12.7,A,0.98964,89.0,7.5,2.5,0.35,3.14,0.37,0.066,29.0,0,1,1
3025,0.46,8.9,A,0.99666,179.0,6.7,10.2,0.24,2.86,0.3,0.07,44.0,0,1,1
3027,0.52,9.0,A,0.99458,106.0,5.8,5.0,0.33,3.13,0.23,0.053,29.0,0,1,1
3028,0.67,12.8,A,0.9917,122.0,8.0,3.9,0.57,3.29,0.39,0.034,22.0,1,1,1
3032,0.5,11.3,A,0.99139,152.0,5.9,3.8,0.23,3.31,0.24,0.038,61.0,1,1,1
3033,0.46,11.2,B,0.99488,33.0,6.3,2.0,0.98,3.6,0.01,0.057,15.0,0,0,0
3035,0.44,11.4,A,0.9912,147.0,6.6,1.8,0.16,3.06,0.29,0.05,40.0,1,1,1
3036,0.47,11.1,A,0.9915,113.0,7.0,1.8,0.23,3.11,0.32,0.048,25.0,0,1,1
3037,0.75,8.9,A,0.99976,184.0,7.8,13.7,0.25,3.22,0.34,0.044,66.0,0,1,1
3038,0.5,9.1,A,0.99834,118.0,6.6,14.4,0.22,3.05,0.29,0.046,39.0,0,1,1
3039,0.37,9.7,A,0.9944,122.0,6.7,5.3,0.13,3.44,0.29,0.051,31.0,0,1,1
3040,0.7,10.0,A,0.99616,134.0,8.0,6.8,0.24,3.23,0.48,0.047,13.0,0,1,1
3041,0.46,9.5,A,0.9977,198.0,6.3,14.7,0.34,3.23,0.28,0.047,49.0,0,1,1
3042,0.74,11.9,B,1.001,14.0,12.5,4.3,0.6,3.25,0.49,0.1,5.0,0,0,0
3043,0.5,9.6,A,0.9962,213.0,7.2,11.9,0.21,3.09,0.34,0.043,37.0,0,1,1
3044,0.49,10.0,A,0.99282,125.0,5.6,2.5,0.2,3.49,0.36,0.048,16.0,0,1,1
3045,0.44,9.0,A,0.9967,171.0,7.9,4.8,0.16,3.47,0.3,0.037,37.0,0,1,1
3046,0.32,12.9,A,0.99071,95.0,6.8,6.2,0.3,3.03,0.29,0.025,29.0,1,1,1
3047,0.53,12.0,A,0.9912,164.0,6.8,2.8,0.3,3.09,0.35,0.038,10.0,0,1,1
3048,0.51,9.8,A,0.99626,81.0,6.6,10.1,0.24,3.19,0.33,0.032,8.0,0,1,1
3049,0.58,9.9,A,0.99611,205.0,6.3,12.3,0.32,3.11,0.26,0.044,24.0,0,1,1
3050,0.45,9.9,A,0.9946,159.0,6.6,4.6,0.3,3.21,0.74,0.041,36.0,0,1,1
3051,0.78,10.6,B,0.99496,17.0,6.0,1.9,0.64,3.52,0.05,0.066,9.0,0,0,0
3052,0.58,10.6,A,0.9946,128.0,7.1,1.8,0.64,3.31,0.49,0.05,17.0,0,1,1
3053,0.57,10.4,A,0.99596,213.0,7.0,8.0,0.2,3.28,0.31,0.05,29.0,0,1,1
3054,0.57,9.5,B,0.9968,18.0,7.8,2.0,0.58,3.36,0.02,0.073,9.0,1,0,0
3055,0.38,10.9,A,0.9926,110.0,7.4,1.7,0.29,3.07,0.31,0.035,23.0,0,1,1
3056,0.5,9.6,A,0.99545,194.0,6.7,8.0,0.26,3.13,0.51,0.062,50.0,0,1,1
3057,0.48,9.8,B,0.9942,12.0,7.1,1.3,0.62,3.17,0.06,0.07,5.0,0,0,0
3058,0.62,9.5,B,0.9968,35.0,7.5,1.9,0.52,3.38,0.16,0.085,12.0,1,0,0
3059,0.45,10.1,A,0.99571,125.0,5.7,9.8,0.25,3.2,0.22,0.049,50.0,0,1,1
3060,0.55,9.5,A,0.99366,136.0,8.0,1.1,0.25,3.08,0.35,0.054,13.0,0,1,1
3061,0.53,10.5,B,0.9982,52.0,8.8,3.3,0.48,3.31,0.41,0.092,26.0,0,0,0
3062,0.43,11.1,A,0.9914,168.0,6.0,1.3,0.29,3.32,0.21,0.055,42.0,0,1,1
3064,0.38,12.7,A,0.98946,137.0,6.4,2.5,0.31,3.22,0.28,0.039,34.0,0,1,1
3065,0.41,12.4,A,0.98998,104.0,6.0,1.4,0.19,3.32,0.26,0.039,30.0,0,1,1
3066,0.52,10.0,A,0.99882,240.0,8.6,11.8,0.33,3.17,0.34,0.059,42.0,0,1,1
3067,0.6,9.3,B,0.9976,31.0,8.7,2.5,0.54,3.27,0.26,0.097,7.0,0,0,0
3068,0.32,12.8,A,0.9911,100.0,8.2,4.1,0.42,3.0,0.29,0.03,31.0,1,1,1
3069,0.5,9.5,A,0.99538,182.0,6.4,8.2,0.24,3.12,0.26,0.054,47.0,0,1,1
3070,0.37,11.0,A,0.9918,74.0,7.2,1.0,0.2,3.21,0.38,0.037,21.0,0,1,1
3072,1.08,12.15,A,0.99168,121.0,6.2,5.7,0.21,3.21,0.28,0.028,45.0,1,1,1
3073,0.67,9.4,B,0.997,23.0,7.0,2.1,0.64,3.47,0.02,0.067,9.0,0,0,0
3074,0.56,9.9,A,0.99612,201.0,6.2,12.4,0.29,3.11,0.23,0.048,33.0,0,1,1
3075,0.61,11.8,A,0.99081,87.0,6.2,2.0,0.26,3.33,0.29,0.036,16.0,0,1,1
3078,1.56,9.1,B,0.9974,29.0,7.8,1.6,0.61,3.26,0.29,0.114,9.0,0,0,0
3079,0.45,10.4,A,0.9944,170.0,6.2,6.6,0.3,3.36,0.2,0.045,42.0,0,1,1
3080,0.62,9.5,A,0.99566,131.0,6.6,10.9,0.28,2.93,0.09,0.051,37.0,0,1,1
3081,0.79,14.0,A,0.9894,120.0,5.8,2.6,0.29,3.39,0.21,0.025,12.0,1,1,1
3082,0.74,9.2,B,0.9981,48.0,7.8,2.0,0.54,3.41,0.26,0.088,23.0,0,0,0
3083,0.62,10.8,A,0.9923,143.0,6.0,1.5,0.18,3.49,0.27,0.089,40.0,0,1,1
3084,0.36,9.0,A,0.9951,97.0,6.4,5.2,0.595,3.38,0.14,0.058,15.0,0,1,1
3085,0.33,11.2,A,0.99212,123.0,8.1,4.3,0.26,3.16,0.27,0.03,43.0,0,1,1
3086,0.31,10.3,A,0.99239,95.0,8.6,1.2,0.22,2.83,0.33,0.031,38.0,0,1,1
3087,0.53,10.3,B,0.99682,16.0,7.1,2.8,0.48,3.24,0.28,0.068,6.0,0,0,0
3088,0.33,10.4,A,0.9931,151.0,7.6,2.0,0.54,3.04,0.23,0.029,13.0,0,1,1
3089,0.38,9.4,A,0.994,116.0,6.9,4.1,0.25,2.99,0.3,0.054,23.0,0,1,1
3090,0.55,12.3,B,0.99352,28.0,6.6,1.8,0.5,3.44,0.0,0.062,21.0,0,0,0
3091,0.47,9.5,A,0.99684,124.0,6.1,15.1,0.17,2.87,0.42,0.033,28.0,0,1,1
3093,0.6,12.9,B,0.9932,106.0,4.7,2.3,0.6,3.85,0.17,0.058,17.0,0,0,0
3094,0.5,10.7,A,0.99551,75.0,6.7,13.0,0.66,3.15,0.0,0.033,32.0,0,1,1
3095,0.49,9.2,A,0.99838,178.0,7.5,14.95,0.29,3.04,0.26,0.067,47.0,0,1,1
3096,0.62,10.4,B,0.99498,15.0,6.8,2.1,0.65,3.35,0.02,0.078,8.0,0,0,0
3097,0.93,9.8,B,0.9982,28.0,11.5,2.2,0.31,3.03,0.51,0.079,14.0,0,0,0
3098,0.66,10.9,B,0.99483,28.0,5.8,1.8,0.61,3.55,0.11,0.066,18.0,0,0,0
3100,0.51,8.9,A,0.9977,228.0,7.0,11.6,0.36,3.13,0.14,0.043,35.0,0,1,1
3101,0.45,9.5,A,0.998,172.0,6.1,12.1,0.25,3.35,0.24,0.046,51.0,0,1,1
3102,0.49,8.8,A,0.99904,182.0,6.5,16.4,0.22,3.02,0.5,0.048,36.0,0,1,1
3103,0.63,10.2,B,0.9955,73.0,7.6,2.8,0.51,3.17,0.15,0.11,33.0,0,0,0
3104,0.38,9.9,A,0.998,173.0,6.9,12.6,0.26,3.39,0.33,0.051,59.0,0,1,1
3105,0.49,9.4,A,0.99556,200.0,6.8,7.3,0.27,3.12,0.42,0.054,58.0,0,1,1
3106,0.42,10.8,A,0.9954,131.0,5.6,10.2,0.18,3.49,0.3,0.028,28.0,1,1,1
3107,0.61,10.8,B,0.9994,35.0,11.9,2.8,0.39,3.1,0.69,0.095,17.0,0,0,0
3108,0.72,10.6,B,0.99814,25.0,7.1,2.1,0.27,3.38,0.6,0.074,17.0,0,0,0
3109,0.86,10.2,B,0.99769,67.0,9.1,2.0,0.25,3.44,0.34,0.071,45.0,1,0,0
3110,0.63,10.0,B,0.998,18.0,11.9,1.9,0.58,3.09,0.58,0.071,5.0,0,0,0
3111,0.35,9.7,A,0.99705,142.0,6.3,14.9,0.25,3.14,0.23,0.039,47.0,0,1,1
3112,0.6,10.3,B,0.99546,23.0,6.8,2.1,0.68,3.38,0.21,0.07,9.0,0,0,0
3113,0.4,9.4,A,0.9963,151.0,6.8,10.1,0.35,3.07,0.53,0.053,37.0,0,1,1
3114,0.43,9.9,A,0.9921,142.0,6.8,1.5,0.27,3.1,0.32,0.044,19.0,0,1,1
3115,0.72,11.3,A,0.99146,78.0,6.6,2.6,0.17,3.22,0.35,0.03,33.0,0,1,1
3116,0.39,10.4,A,0.9928,96.0,7.0,2.2,0.15,3.13,0.38,0.047,33.0,1,1,1
3117,0.62,10.1,B,0.99697,41.0,7.7,2.0,0.6,3.39,0.06,0.079,19.0,0,0,0
3118,0.43,12.2,A,0.99031,108.0,5.4,4.0,0.33,3.3,0.31,0.03,27.0,1,1,1
3120,0.46,12.0,A,0.99193,130.0,6.5,4.6,0.28,3.2,0.34,0.054,22.0,1,1,1
3122,0.54,9.1,A,0.9988,162.0,6.8,14.35,0.39,3.17,0.31,0.043,28.0,0,1,1
3123,0.53,12.0,A,0.99214,121.0,6.8,6.3,0.21,3.18,0.4,0.032,40.0,1,1,1
3124,0.61,10.4,B,0.99636,23.0,7.0,1.8,0.5,3.53,0.14,0.078,10.0,0,0,0
3125,0.41,9.6,A,0.99495,205.0,5.9,7.4,0.29,3.26,0.33,0.037,58.0,0,1,1
3126,0.52,10.0,B,0.9978,14.0,9.9,2.3,0.5,3.34,0.24,0.103,6.0,0,0,0
3127,0.53,10.2,A,0.997,132.0,7.8,9.0,0.22,3.25,0.26,0.047,38.0,0,1,1
3128,0.5,11.5,B,0.9922,149.0,6.6,1.7,0.39,3.12,0.49,0.07,23.0,0,0,0
3130,0.48,10.0,A,0.9942,145.0,8.0,1.8,0.18,3.23,0.49,0.061,10.0,0,1,1
3131,0.5,9.5,A,0.9955,133.0,6.5,7.5,0.31,3.22,0.14,0.044,34.0,0,1,1
3132,0.74,11.0,A,0.9918,102.0,7.5,1.4,0.17,3.05,0.34,0.035,13.0,0,1,1
3133,0.44,9.3,A,0.9953,167.0,6.3,6.5,0.29,3.15,0.4,0.039,43.0,0,1,1
3134,0.64,10.0,A,0.9927,155.0,5.7,2.6,0.32,3.22,0.5,0.049,17.0,0,1,1
3136,0.44,10.7,A,0.99332,107.0,6.8,7.6,0.19,3.12,0.32,0.049,37.0,1,1,1
3137,0.49,8.6,A,0.99864,193.0,7.3,13.3,0.36,3.06,0.54,0.054,63.0,0,1,1
3138,0.53,13.3,A,0.98947,171.0,7.2,2.0,0.33,3.25,0.34,0.044,61.0,1,1,1
3141,0.5,11.4,A,0.99177,201.0,7.1,2.2,0.38,3.03,0.4,0.042,54.0,0,1,1
3142,0.46,8.7,A,0.9975,142.0,6.9,11.2,0.4,3.14,0.56,0.043,40.0,0,1,1
3143,0.66,12.6,A,0.98942,95.0,6.4,3.2,0.29,2.9,0.24,0.037,31.0,1,1,1
3144,0.54,12.7,A,0.9906,133.0,7.1,1.5,0.3,3.12,0.46,0.066,29.0,0,1,1
3145,0.49,10.9,A,0.9915,67.0,6.6,1.4,0.26,3.05,0.29,0.039,13.0,0,1,1
3147,0.55,10.9,A,0.993,83.0,6.4,7.2,0.22,3.13,0.32,0.028,15.0,1,1,1
3148,0.68,9.0,A,0.99732,134.0,8.0,10.4,0.27,3.12,0.57,0.053,18.0,0,1,1
3149,0.82,9.3,B,0.9986,19.0,11.4,3.6,0.26,3.12,0.44,0.071,6.0,0,0,0
3150,0.43,9.1,A,0.99692,177.0,6.8,7.5,0.28,3.33,0.34,0.035,34.0,0,1,1
3151,0.78,9.1,A,0.99947,156.0,7.1,14.5,0.18,3.35,0.39,0.051,48.0,0,1,1
3152,0.54,10.8,A,0.99178,122.0,8.4,1.3,0.22,3.13,0.3,0.038,45.0,1,1,1
3153,0.66,12.5,A,0.99008,89.0,6.4,2.4,0.29,3.24,0.32,0.014,34.0,1,1,1
3154,0.49,10.7,B,0.99624,37.0,7.1,2.8,0.46,3.36,0.14,0.076,15.0,0,0,0
3155,0.51,10.1,A,0.9938,117.0,8.5,3.5,0.19,3.14,0.49,0.044,29.0,0,1,1
3156,0.48,10.0,A,0.9964,188.0,8.0,9.4,0.3,3.14,0.49,0.046,47.0,0,1,1
3158,0.45,9.9,A,0.99352,56.0,7.0,1.3,0.14,3.46,0.28,0.026,10.0,0,1,1
3159,0.46,10.0,A,0.9968,181.0,10.0,1.6,0.91,3.11,0.42,0.056,34.0,0,1,1
3160,0.51,9.6,A,0.9955,202.0,6.3,8.3,0.36,3.2,0.5,0.053,51.0,0,1,1
3161,0.68,9.5,A,0.9956,216.0,6.7,4.0,0.26,3.31,0.26,0.079,35.5,0,1,1
3162,0.41,11.0,A,0.9927,97.0,6.3,5.7,0.35,3.27,0.3,0.035,8.0,1,1,1
3163,0.64,10.2,A,0.99405,111.0,7.1,2.7,0.21,3.35,0.28,0.034,23.0,0,1,1
3164,0.63,12.0,B,0.99388,25.0,7.4,2.1,0.49,3.35,0.27,0.071,14.0,0,0,0
3166,0.75,10.4,B,0.9994,69.0,12.4,2.6,0.35,3.12,0.49,0.079,27.0,0,0,0
3167,0.41,10.7,A,0.99449,118.0,6.4,8.75,0.16,3.19,0.32,0.038,38.0,0,1,1
